id,subject,question,similar_question,similarity_score,approach_summary,conceptual,structural,difficulty,transferability,overall,rationale,provider_used,model_used
01fb7,Mathematics,"If $sin^{-1}\frac{1}{3} + sin^{-1}\frac{2}{3} = sin^{-1}x$, then x is equal to :","If $\sin^{-1} x + \sin^{-1} 2x = \frac{\pi}{3}$, then the value of x",0.9841,"The solution uses the identity $\sin^{-1}A - \sin^{-1}B = \sin^{-1}(A\sqrt{1-B^2} - B\sqrt{1-A^2})$ to simplify the given equation $\sin^{-1} x + \sin^{-1} 2x = \frac{\pi}{3}$. By isolating $\sin^{-1} 2x$ and applying the identity, the equation is transformed into an algebraic equation in terms of $x$. Solving this algebraic equation leads to the final answer.",4,4,4,4,4.0,"Both questions test the same trigonometric identity for the sum of inverse sines, with a highly similar equation structure and comparable algebraic complexity.",google,gemini-2.5-flash
01fb7,Mathematics,"If $sin^{-1}\frac{1}{3} + sin^{-1}\frac{2}{3} = sin^{-1}x$, then x is equal to :","If sin (sin^{-1} \frac{1}{5} + cos^{-1} x) = 1, then x is equal to",0.9833,"Given the equation sin(sin^{-1}(1/5) + cos^{-1}(x)) = 1, we can deduce that sin^{-1}(1/5) + cos^{-1}(x) must equal π/2 because sin(π/2) = 1. Using the identity sin^{-1}(x) + cos^{-1}(x) = π/2, we can rewrite the equation as sin^{-1}(1/5) = π/2 - cos^{-1}(x) = sin^{-1}(x). Therefore, x = 1/5.",2,1,2,2,1.7,"Both involve inverse trigonometric functions but test different identities and have distinct structural forms, requiring different solution approaches.",google,gemini-2.5-flash
027c1,Physics,"The angle between vector (A) and (A-B) is:

The diagram shows a vector addition problem. Vector A and Vector B are shown, with an angle of 120 degrees between them. Vector -B is also shown.","The angle between vector ($\bar{A}$)and ($\bar{A}$-$\bar{B}$)is:

The diagram shows two vectors, A and B, with an angle of 120 degrees between them. A dashed vector labeled '-B' is also shown. The angle between vector A and the resultant vector (A-B) is labeled as beta.",0.9818,"The solution calculates the angle between vector A and (A-B). It uses the formula tan α = (B sin θ) / (A - B cos θ), where θ is the angle between vectors A and B. Given that the angle between A and B is 60 degrees, sin 60 = √3/2 and cos 60 = 1/2 are substituted into the formula. This simplifies to tan α = (B * √3/2) / (A - B * 1/2), which further simplifies to the final answer.",4,4,4,4,4.0,"These are virtually identical questions, asking for the same angle in the same vector configuration with the same initial information.",google,gemini-2.5-flash
027c1,Physics,"The angle between vector (A) and (A-B) is:

The diagram shows a vector addition problem. Vector A and Vector B are shown, with an angle of 120 degrees between them. Vector -B is also shown.","The angle between vector $$\left( {\overrightarrow A } \right)$$ and $$\left( {\overrightarrow A  - \overrightarrow B } \right)$$ is :

The diagram shows a vector addition/subtraction problem. Vector A is drawn horizontally. Vector B is drawn such that the angle between vector A and vector B is 120 degrees. A dashed line represents -B. The resultant vector (A - B) is drawn from the tail of A to the head of -B, forming a triangle. The angle between vector A and the resultant vector (A - B) is labeled as beta.",0.9779,"The angle between vector A and vector B is 60 degrees, so the angle between vector A and -B is 120 degrees. The tangent of the angle α between A and (A-B) is given by the formula tan α = |(-B)|sinθ / (A + |(-B)|cosθ). Substituting θ = 120 degrees, we get tan α = (B sin 120°) / (A + B cos 120°) = (B√(3)/2) / (A - B/2), which simplifies to tan α = (√(3)B) / (2A - B).",4,4,4,4,4.0,"These are practically identical questions, only differing in minor notational variations and slightly more descriptive diagram text in the second question.",google,gemini-2.5-flash
02b82,Physics,A rod of length L has a total charge Q distributed uniformly along its length. It is bent in the shape of a semicircle. Find the magnitude of the electric field at the centre of curvature of the semicircle.,"A thin glass rod is bent into a semicircle of radius r. A charge+ Q is uniformly distributed along the upper half and a charge – Q is uniformly distributed along the lower half, as shown in (figure). The electric field E at P, the centre of the semicircle, is:

A thin glass rod is bent into a semicircle of radius r. A charge +Q is uniformly distributed along the upper half (marked as A) and a charge -Q is uniformly distributed along the lower half (marked as B). O is the center of the semicircle. P is a point at the center of the semicircle.",0.9801,The electric field E at point P is calculated by considering the contributions from both the upper (positive charge) and lower (negative charge) halves of the semicircle. The electric field is the square root of the sum of squares of E1 and E2. E1 and E2 are equal and calculated using the formula 2k*lambda/r * sin(90/2). The value of E_net is then found by substituting values.,3,3,2,2,2.5,"Both calculate electric field at the center of a charged semicircle, but the charge distribution (uniform on full arc vs. positive/negative on halves) drastically changes the integral setup and symmetry considerations.",google,gemini-2.5-flash
02b82,Physics,A rod of length L has a total charge Q distributed uniformly along its length. It is bent in the shape of a semicircle. Find the magnitude of the electric field at the centre of curvature of the semicircle.,"Figure shows a rod AB, which is bent in a 120$$^\circ$$ circular arc of radius R. A charge ($$-$$Q) is uniformly distributed over rod AB. What is the electric field $$\overrightarrow E $$ at the centre of curvature O ?

The image shows a rod AB, which is bent in a 120$$^\circ$$ circular arc of radius R. A charge ($$-$$Q) is uniformly distributed over rod AB. The center of curvature is labeled as O. The coordinate axes X and Y are shown with O as the origin. The angle between the X-axis and line OA is 60$$^\circ$$. Similarly, the angle between the X-axis and line OB is 60$$^\circ$$.",0.9796,"The electric field at the center of curvature O is calculated using the formula for the electric field due to a charged arc. The linear charge density λ is found by dividing the total charge -Q by the arc length. Then, λ is substituted into the electric field formula, along with the angle θ/2 (which is 60 degrees), to find the electric field E. Finally, the expression is simplified to obtain the final answer.",4,4,4,4,4.0,"Both questions require calculating the electric field at the center of a uniformly charged circular arc using integration, with the main difference being the arc angle (semicircle vs. 120 degrees), which is a minor variation.",google,gemini-2.5-flash
031a8,Physics,"एक समान आवेशित समाक्षीय वलयो के लिए दोनों वलय के केन्द्र के मध्य विभावन्तर ज्ञात कीजिए

The diagram shows two coaxial rings. The ring on the left has a radius R and a charge Q, centered at point A. The ring on the right has a radius 2R and a charge 2Q, centered at point B. The distance between the centers A and B of the two rings is 2R, as indicated by a line segment labeled '2R'. A dashed line connects the centers A and B of the two rings.","The two thin coaxial rings, each of radius 'a' and having charges +Q and $$-$$Q respectively are separated by a distance of 's'. The potential difference between the centres of the two rings is :",0.981,"The potential at point A (\(V_A\)) is calculated by summing the potential due to the positive charge on ring A and the negative charge on ring B. Similarly, the potential at point B (\(V_B\)) is calculated by summing the potential due to the negative charge on ring B and the positive charge on ring A. The potential difference between points A and B (\(V_A - V_B\)) is then found by subtracting \(V_B\) from \(V_A\), simplifying the expression to obtain the final result.",3,2,3,3,2.8,"Both ask for potential difference between centers of coaxial rings, but the specific parameters (radii, charges, separation) are significantly different, requiring distinct algebraic setups and calculations.",google,gemini-2.5-flash
03604,Mathematics,lim x→0 cos(xeˣ)-cos(xe⁻ˣ)/x³,$\lim_{x \to 0} \frac{1-\cos^5 x \cos^3 2x}{x^2}$ का मान ____ होगा।,0.9835,"To evaluate the given limit, the numerator is rewritten by adding and subtracting $\cos^5 x$ to split the limit into two parts: $\lim_{x \to 0} \frac{1 - \cos^5 x}{x^2}$ and $\lim_{x \to 0} \frac{\cos^5 x (1 - \cos^3 2x)}{x^2}$. For the first limit, the identity $1-y^5 = (1-y)(1+y+y^2+y^3+y^4)$ is used, along with the fact that $\lim_{x \to 0} \frac{1 - \cos x}{x^2} = \frac{1}{2}$, to find the limit as $\frac{5}{2}$. For the second limit, the identity $1-y^3 = (1-y)(1+y+y^2)$ is used, along with $1-\cos 2x = 2\sin^2 x$, to find the limit as 6. Finally, the two limits are summed to get the final answer.",3,2,3,2,2.5,"Both are advanced limit problems as x approaches 0, requiring techniques like series expansion or L'Hopital's rule, but the specific trigonometric functions and algebraic structure are significantly different.",google,gemini-2.5-flash
03604,Mathematics,lim x→0 cos(xeˣ)-cos(xe⁻ˣ)/x³,\(\lim_{x \to 0} \frac{27^x - 9^x - 3^x + 1}{\sqrt{2} - \sqrt{1 + \cos x}}\),0.9832,"To find the limit, we first simplify the numerator by factoring $27^x - 9^x - 3^x + 1$ and substituting $y = 3^x$ to get $(3^x - 1)^2 (3^x + 1)$. Then, we rationalize the denominator $\sqrt{2} - \sqrt{1 + \cos x}$ and use the identity $1 - \cos x = 2 \sin^2 \frac{x}{2}$ to simplify it. We then apply standard limits $\lim_{x \to 0} \frac{a^x - 1}{x} = \ln a$ and $\lim_{x \to 0} \frac{\sin x}{x} = 1$ by rearranging terms. Finally, we evaluate the limit by substituting the values and simplifying the expression to get the final answer.",2,1,2,1,1.5,Both are advanced limit problems but involve completely different types of functions (trigonometric/exponential vs. exponential/radical/trigonometric) and therefore require distinct specialized limit evaluation techniques.,google,gemini-2.5-flash
039a4,Mathematics,"यदि A = $\begin{bmatrix} 1 & 1 & 1 \\ 0 & 1 & 1 \\ 0 & 0 & 1 \end{bmatrix}$ तथा M = A + A^2 + A^3 + ........+ A^{20} हैं, तो आव्यूह M के सभी अवयवों का योगफल बराबर हैं

The image shows a mathematical problem involving a 3x3 matrix A and a matrix M defined as the sum of powers of A from A to A^20. The matrix A is given as [[1, 1, 1], [0, 1, 1], [0, 0, 1]]. The problem asks to find the sum of all elements of matrix M.","If A =$\begin{bmatrix} 1 & 1 & 1 \\ 0 & 1 & 1 \\ 0 & 0 & 1 \end{bmatrix}$ and M = A + A$^2$ + A$^3$ + ..... + A$^{20}$, then the sum of all the elements of the matrix M is equal to _______.",0.9815,"The solution utilizes the formula for A^n where A is the given matrix. It calculates M as the sum of A, A^2, ..., A^20. The summation formulas for \(\Sigma 1\), \(\Sigma n\), and \(\Sigma \frac{n(n+1)}{2}\) are applied to find the elements of matrix M. Finally, it sums all the elements of M to get the final answer.",4,4,4,4,4.0,"These are identical questions, asking for the sum of elements of a matrix M defined as a sum of powers of the same given matrix A.",google,gemini-2.5-flash
039a4,Mathematics,"यदि A = $\begin{bmatrix} 1 & 1 & 1 \\ 0 & 1 & 1 \\ 0 & 0 & 1 \end{bmatrix}$ तथा M = A + A^2 + A^3 + ........+ A^{20} हैं, तो आव्यूह M के सभी अवयवों का योगफल बराबर हैं

The image shows a mathematical problem involving a 3x3 matrix A and a matrix M defined as the sum of powers of A from A to A^20. The matrix A is given as [[1, 1, 1], [0, 1, 1], [0, 0, 1]]. The problem asks to find the sum of all elements of matrix M.","If $$A = \left[ {\matrix{
   1 & 1 & 1  \cr 
   0 & 1 & 1  \cr 
   0 & 0 & 1  \cr 

 } } \right]$$ and M = A + A 2 + A 3 + ....... + A 20 , then the sum of all the elements of the matrix M is equal to _____________.",0.9816,"The solution uses the formula for calculating A^n, where A is the given matrix. It then calculates the sum M = A + A^2 + A^3 + ... + A^20. The sum of all elements of matrix M is then computed using the formula for the sum of the first n natural numbers and the sum of the squares of the first n natural numbers. Finally, the sum is simplified to get the final answer.",4,4,4,4,4.0,"The questions are identical in content, mathematical structure, and required solution method, differing only in language and minor formatting.",google,gemini-2.5-flash
03df0,Physics,"If \(\vec{A} = \hat{i} + \hat{j} + \hat{k}\) and \(\vec{B} = 2\hat{i} + \hat{j}\), find (a) \(\vec{A} \cdot \vec{B}\) (b) \(\vec{A} \times \vec{B}\)",If $\vec{a}$ and $\vec{b}$ are vectors such that $|\vec{a} + \vec{b}| = \sqrt{29}$ and $\vec{a} \times (2\hat{i} + 3\hat{j} + 4\hat{k}) = (2\hat{i} + 3\hat{j} + 4\hat{k}) \times \vec{b}$ then a possible value $(\vec{a} + \vec{b}).(-7\hat{i} + 2\hat{j} + 3\hat{k})$ is:,0.9794,"Given the equation $\vec{a} \times (2\hat{i} + 3\hat{j} + 4\hat{k}) = (2\hat{i} + 3\hat{j} + 4\hat{k}) \times \vec{b}$, it was simplified to $(\vec{a} + \vec{b}) \times \vec{c} = \vec{0}$, where $\vec{c} = 2\hat{i} + 3\hat{j} + 4\hat{k}$. This implies that $(\vec{a} + \vec{b})$ is parallel to $\vec{c}$, so it can be expressed as $\vec{a} + \vec{b} = \lambda \vec{c}$. Using the given magnitude $|\vec{a} + \vec{b}| = \sqrt{29}$, the value of $\lambda$ was found to be either $1$ or $-1$. For each value of $\lambda$, the dot product $(\vec{a} + \vec{b}).(-7\hat{i} + 2\hat{j} + 3\hat{k})$ was calculated. When $\lambda = 1$, the dot product is $4$, and when $\lambda = -1$, the dot product is $-4$. Therefore, a possible value for the dot product is $4$.",2,1,1,1,1.2,"Both involve vectors, but Q1 is direct computation of dot/cross products, while Q2 requires deduction using vector properties and parallelism from cross product. Q2 is significantly harder.",google,gemini-2.5-flash
03df0,Physics,"If \(\vec{A} = \hat{i} + \hat{j} + \hat{k}\) and \(\vec{B} = 2\hat{i} + \hat{j}\), find (a) \(\vec{A} \cdot \vec{B}\) (b) \(\vec{A} \times \vec{B}\)","There are two vectors $\vec{A} = \hat{i}+\hat{j}+\hat{k}$ and $\vec{B} = \hat{i}-\hat{j}+\hat{k}$, then component of $\vec{A}$ along $\vec{B}$:",0.9807,"The component of vector A along vector B is calculated using the formula \(\frac{\overrightarrow{A}.\overrightarrow{B}}{|\overrightarrow{B}|} \hat{B}\). The dot product of A and B is computed, and then divided by the magnitude of B to find the component of A in the direction of B.",3,3,3,3,3.2,"Both involve basic vector operations with explicit vectors. Q2 asks for a component, which is a direct application of the dot product, one of the operations in Q1. Similar input, output type, and conceptual foundation.",google,gemini-2.5-flash
0448c,Mathematics,"p. (1/y^2 * (cos(tan^{-1}y) + ysin(tan^{-1}y))/(cot(sin^{-1}y) + tan(sin^{-1}y)))^2 + y^4)^{1/2} का मान है

The image contains a mathematical expression. The expression involves trigonometric functions, inverse trigonometric functions, and algebraic terms. Specifically, it includes terms like cosine, sine, cotangent, and tangent, each applied to inverse trigonometric functions of 'y'. The expression also involves powers of 'y' and numerical constants. The entire expression is enclosed in parentheses and raised to the power of 1/2.","Considering only the principal values of the inverse trigonometric functions, the value of
$\frac{3}{2} cos^{-1} \sqrt{\frac{2}{2 + \pi^2}} + \frac{1}{4} sin^{-1} \frac{2\sqrt{2}\pi}{2 + \pi^2} + tan^{-1} \frac{\sqrt{2}}{\pi}$
is _______.",0.9756,"The solution simplifies the given expression by using trigonometric identities and inverse trigonometric functions. First, convert the cos-1 term to tan-1 term. Then, simplify the sin-1 term using the identity sin-1(sin(x)). Finally, simplify the expression using tan-1 identities to arrive at the final answer.",2,1,2,1,1.5,"Both involve inverse trigonometric functions and identities. Q1 focuses on algebraic simplification with a variable, while Q2 focuses on numerical evaluation using specific identities/conversions, leading to different problem-solving strategies.",google,gemini-2.5-flash
0448c,Mathematics,"p. (1/y^2 * (cos(tan^{-1}y) + ysin(tan^{-1}y))/(cot(sin^{-1}y) + tan(sin^{-1}y)))^2 + y^4)^{1/2} का मान है

The image contains a mathematical expression. The expression involves trigonometric functions, inverse trigonometric functions, and algebraic terms. Specifically, it includes terms like cosine, sine, cotangent, and tangent, each applied to inverse trigonometric functions of 'y'. The expression also involves powers of 'y' and numerical constants. The entire expression is enclosed in parentheses and raised to the power of 1/2.","यदि $A = \sin^{-1} \left{ \cot \left( \sin^{-1} \sqrt{\frac{13}{17}} \right) \right}$ तब :

The image contains a mathematical expression involving trigonometric functions and inverse trigonometric functions. The expression is:  $A = \sin^{-1} \left{ \cot \left( \sin^{-1} \sqrt{\frac{13}{17}} \right) \right}$.",0.9745,"The solution simplifies the given expression $A = \sin^{-1} \{ \cot \left( \sin^{-1} \sqrt{\frac{13}{17}} \right) \}$ by first defining an inner angle $\theta = \sin^{-1} \sqrt{\frac{13}{17}}$. From this, $\sin \theta = \sqrt{\frac{13}{17}}$ is derived, and a right triangle is constructed to find the adjacent side using the Pythagorean theorem.  Then, $\cot \theta$ is calculated. Finally, the solution evaluates option (A), $\tan^{-1} \frac{2}{3}$, by setting it equal to $\phi$ and constructing another right triangle. By comparing the sine of $\phi$ with the simplified expression for A, it's concluded that $A = \tan^{-1} \frac{2}{3}$.",3,2,2,3,2.5,"Both require simplifying expressions involving nested trigonometric and inverse trigonometric functions, often using right triangles. Q1 is a larger, more complex variable expression, while Q2 is a single nested numerical one, sharing a core simplification technique but differing in scale.",google,gemini-2.5-flash
0452c,Mathematics,lim x→0 sin-1[cos x],$\lim_{x \to 0} (\cos x)^{\cot^2 x}$,0.9816,"The limit is of the form $1^\infty$. Apply the standard limit formula $\lim_{x \to a} f(x)^{g(x)} = e^{\lim_{x \to a} g(x)(f(x)-1)}$. Simplify the exponent using trigonometric identities $\cos x - 1 = -2\sin^2 \left(\frac{x}{2}\right)$ and $\sin x = 2\sin \left(\frac{x}{2}\right)\cos \left(\frac{x}{2}\right)$. Evaluate the exponent limit by canceling terms and substituting $x=0$. Finally, the value of the original limit is $e^{\text{limit of exponent}}$.",1,1,2,1,1.2,"Both are limits as x approaches 0, but Q1 involves the greatest integer function and direct function analysis, while Q2 is an indeterminate form (1^infinity) requiring L'Hopital's rule or exponential form. Techniques are distinct.",google,gemini-2.5-flash
